county_fips,county_name,cases,population,cases_per_100k
0500000US25023,Plymouth County,8802,521202,1688.79
0500000US25025,Suffolk County,20272,803907,2521.69
0500000US25027,Worcester County,12629,830622,1520.43
0500000US26001,Alcona County,24,10405,230.66
0500000US26003,Alger County,4,9108,43.92
0500000US26005,Allegan County,371,118081,314.19
0500000US26007,Alpena County,123,28405,433.02
0500000US26009,Antrim County,24,23324,102.90
0500000US26011,Arenac County,38,14883,255.33
0500000US26013,Baraga County,5,8209,60.91
0500000US26015,Barry County,131,61550,212.84
0500000US26017,Bay County,427,103126,414.06
0500000US26019,Benzie County,14,17766,78.80
0500000US26021,Berrien County,1000,153401,651.89
0500000US26023,Branch County,267,43517,613.55
0500000US26025,Calhoun County,607,134159,452.45
0500000US26027,Cass County,186,51787,359.16
0500000US26029,Charlevoix County,31,26143,118.58
0500000US26031,Cheboygan County,28,25276,110.78
0500000US26033,Chippewa County,18,37349,48.19
0500000US26035,Clare County,32,30950,103.39
0500000US26037,Clinton County,290,79595,364.34
0500000US26039,Crawford County,82,14029,584.50
0500000US26041,Delta County,30,35784,83.84
0500000US26043,Dickinson County,17,25239,67.36
0500000US26045,Eaton County,357,110268,323.76
0500000US26047,Emmet County,39,33415,116.71
0500000US26049,Genesee County,2891,405813,712.40
0500000US26051,Gladwin County,27,25449,106.10
0500000US26053,Gogebic County,12,13975,85.87
0500000US26055,Grand Traverse County,91,93088,97.76
0500000US26057,Gratiot County,105,40711,257.92
0500000US26059,Hillsdale County,205,45605,449.51
0500000US26061,Houghton County,27,35684,75.66
0500000US26063,Huron County,76,30981,245.31
0500000US26065,Ingham County,1163,292406,397.74
0500000US26067,Ionia County,208,64697,321.50
0500000US26069,Iosco County,121,25127,481.55
0500000US26071,Iron County,7,11066,63.26
0500000US26073,Isabella County,158,69872,226.13
0500000US26075,Jackson County,547,158510,345.09
0500000US26077,Kalamazoo County,1216,265066,458.75
0500000US26079,Kalkaska County,42,18038,232.84
0500000US26081,Kent County,5785,656955,880.58
0500000US26083,Keweenaw County,1,2116,47.26
0500000US26085,Lake County,12,11853,101.24
0500000US26087,Lapeer County,318,87607,362.99
0500000US26089,Leelanau County,40,21761,183.82
0500000US26091,Lenawee County,275,98451,279.33
0500000US26093,Livingston County,612,191995,318.76
0500000US26095,Luce County,3,6229,48.16
0500000US26097,Mackinac County,9,10799,83.34
0500000US26099,Macomb County,7784,873972,890.65
0500000US26101,Manistee County,28,24558,114.02
0500000US26103,Marquette County,87,66699,130.44
0500000US26105,Mason County,74,29144,253.91
0500000US26107,Mecosta County,37,43453,85.15
0500000US26109,Menominee County,41,22780,179.98
0500000US26111,Midland County,182,83156,218.87
0500000US26113,Missaukee County,36,15118,238.13
0500000US26115,Monroe County,659,150500,437.87
0500000US26117,Montcalm County,125,63888,195.66
0500000US26119,Montmorency County,7,9328,75.04
0500000US26121,Muskegon County,914,173566,526.60
0500000US26123,Newaygo County,194,48980,396.08
0500000US26125,Oakland County,12642,1257584,1005.26
0500000US26127,Oceana County,397,26467,1499.98
0500000US26129,Ogemaw County,46,20997,219.08
0500000US26131,Ontonagon County,1,5720,17.48
0500000US26133,Osceola County,45,23460,191.82
0500000US26135,Oscoda County,23,8241,279.09
0500000US26137,Otsego County,125,24668,506.73
0500000US26139,Ottawa County,1274,291830,436.56
0500000US26141,Presque Isle County,13,12592,103.24
0500000US26143,Roscommon County,31,24019,129.06
0500000US26145,Saginaw County,1392,190539,730.56
0500000US26147,St. Clair County,606,159128,380.83
0500000US26149,St. Joseph County,381,60964,624.96
0500000US26151,Sanilac County,57,41170,138.45
0500000US26153,Schoolcraft County,7,8094,86.48
0500000US26155,Shiawassee County,284,68122,416.90
0500000US26157,Tuscola County,246,52245,470.86
0500000US26159,Van Buren County,270,75677,356.78
0500000US26161,Washtenaw County,1909,367601,519.31
0500000US26163,Wayne County,23898,1749343,1366.11
0500000US26165,Wexford County,53,33631,157.59
0500000US27001,Aitkin County,15,15886,94.42
0500000US27003,Anoka County,2393,356921,670.46
0500000US27005,Becker County,62,34423,180.11
0500000US27007,Beltrami County,47,47188,99.60
0500000US27009,Benton County,236,40889,577.17
0500000US27011,Big Stone County,17,4991,340.61
0500000US27013,Blue Earth County,563,67653,832.19
0500000US27015,Brown County,44,25008,175.94
0500000US27017,Carlton County,90,35871,250.90
0500000US27019,Carver County,469,105089,446.29
0500000US27021,Cass County,19,29779,63.80
0500000US27023,Chippewa County,80,11800,677.97
0500000US27025,Chisago County,107,56579,189.12
0500000US27027,Clay County,612,64222,952.94
0500000US27029,Clearwater County,12,8818,136.09
0500000US27031,Cook County,1,5463,18.31
0500000US27033,Cottonwood County,142,11196,1268.31
0500000US27035,Crow Wing County,113,65055,173.70
0500000US27037,Dakota County,2655,429021,618.85
0500000US27039,Dodge County,96,20934,458.58
0500000US27041,Douglas County,70,38141,183.53
0500000US27043,Faribault County,61,13653,446.79
0500000US27045,Fillmore County,35,21067,166.14
0500000US27047,Freeborn County,312,30281,1030.35
0500000US27049,Goodhue County,140,46340,302.12
0500000US27051,Grant County,25,5972,418.62
0500000US27053,Hennepin County,13328,1265843,1052.90
0500000US27055,Houston County,32,18600,172.04
0500000US27057,Hubbard County,10,21491,46.53
0500000US27059,Isanti County,81,40596,199.53
0500000US27061,Itasca County,71,45130,157.32
0500000US27063,Jackson County,57,9846,578.92
0500000US27065,Kanabec County,17,16337,104.06
0500000US27067,Kandiyohi County,590,43199,1365.77
0500000US27069,Kittson County,2,4298,46.53
0500000US27071,Koochiching County,21,12229,171.72
0500000US27073,Lac Qui Parle County,5,6623,75.49
0500000US27075,Lake County,6,10641,56.39
0500000US27077,Lake of the Woods County,0,3740,0.00
0500000US27079,Le Sueur County,125,28887,432.72
0500000US27081,Lincoln County,17,5639,301.47
0500000US27083,Lyon County,333,25474,1307.22
0500000US27085,McLeod County,100,35893,278.61
0500000US27087,Mahnomen County,10,5527,180.93
0500000US27089,Marshall County,13,9336,139.25
0500000US27091,Martin County,175,19683,889.09
0500000US27093,Meeker County,62,23222,266.99
0500000US27095,Mille Lacs County,39,26277,148.42
0500000US27097,Morrison County,64,33386,191.70
0500000US27099,Mower County,982,40062,2451.20
0500000US27101,Murray County,73,8194,890.90
0500000US27103,Nicollet County,203,34274,592.29
0500000US27105,Nobles County,1684,21629,7785.84
0500000US27107,Norman County,21,6375,329.41
0500000US27109,Olmsted County,1259,158293,795.36
0500000US27111,Otter Tail County,111,58746,188.95
0500000US27113,Pennington County,53,14119,375.38
0500000US27115,Pine County,112,29579,378.65
0500000US27117,Pipestone County,69,9126,756.08
0500000US27119,Polk County,88,31364,280.58
0500000US27121,Pope County,13,11249,115.57
0500000US27123,Ramsey County,5169,550321,939.27
0500000US27125,Red Lake County,4,4055,98.64
0500000US27127,Redwood County,23,15170,151.62
0500000US27129,Renville County,37,14548,254.33
0500000US27131,Rice County,879,66972,1312.49
0500000US27133,Rock County,34,9315,365.00
0500000US27135,Roseau County,25,15165,164.85
0500000US27137,St. Louis County,223,199070,112.02
0500000US27139,Scott County,858,149013,575.79
0500000US27141,Sherburne County,362,97238,372.28
0500000US27143,Sibley County,58,14865,390.18
0500000US27145,Stearns County,2496,161075,1549.59
0500000US27147,Steele County,245,36649,668.50
0500000US27149,Stevens County,11,9805,112.19
0500000US27151,Swift County,33,9266,356.14
0500000US27153,Todd County,402,24664,1629.91
0500000US27155,Traverse County,6,3259,184.11
0500000US27157,Wabasha County,38,21627,175.71
0500000US27159,Wadena County,17,13682,124.25
0500000US27161,Waseca County,77,18612,413.71
0500000US27163,Washington County,1255,262440,478.21
0500000US27165,Watonwan County,267,10897,2450.22
0500000US27167,Wilkin County,22,6207,354.44
0500000US27169,Winona County,141,50484,279.30
0500000US27171,Wright County,528,138377,381.57
0500000US27173,Yellow Medicine County,31,9709,319.29
0500000US28001,Adams County,351,30693,1143.58
0500000US28003,Alcorn County,100,36953,270.61
0500000US28005,Amite County,110,12297,894.53
0500000US28007,Attala County,384,18174,2112.91
0500000US28009,Benton County,46,8259,556.97
0500000US28011,Bolivar County,405,30628,1322.32
0500000US28013,Calhoun County,164,14361,1141.98
0500000US28015,Carroll County,181,9947,1819.64
0500000US28017,Chickasaw County,297,17103,1736.54
0500000US28019,Choctaw County,75,8210,913.52
0500000US28021,Claiborne County,301,8988,3348.91
0500000US28023,Clarke County,223,15541,1434.91
0500000US28025,Clay County,258,19316,1335.68
0500000US28027,Coahoma County,222,22124,1003.44
0500000US28029,Copiah County,653,28065,2326.74
0500000US28031,Covington County,435,18636,2334.19
0500000US28033,DeSoto County,1900,184945,1027.33
0500000US28035,Forrest County,993,74897,1325.82
0500000US28037,Franklin County,54,7713,700.12
0500000US28039,George County,116,24500,473.47
0500000US28041,Greene County,113,13586,831.74
0500000US28043,Grenada County,594,20758,2861.55
0500000US28045,Hancock County,144,47632,302.32
0500000US28047,Harrison County,1136,208080,545.94
0500000US28049,Hinds County,2908,231840,1254.31
0500000US28051,Holmes County,586,17010,3445.03
0500000US28053,Humphreys County,163,8064,2021.33
0500000US28055,Issaquena County,10,1327,753.58
0500000US28057,Itawamba County,146,23390,624.20
0500000US28059,Jackson County,775,143617,539.63
0500000US28061,Jasper County,277,16383,1690.78
0500000US28063,Jefferson County,126,6990,1802.58
0500000US28065,Jefferson Davis County,120,11128,1078.36
0500000US28067,Jones County,1203,68098,1766.57
0500000US28069,Kemper County,184,9742,1888.73
0500000US28071,Lafayette County,497,54019,920.05
0500000US28073,Lamar County,534,63343,843.03
0500000US28075,Lauderdale County,963,74125,1299.16
0500000US28077,Lawrence County,209,12586,1660.58
0500000US28079,Leake County,635,22786,2786.80
0500000US28081,Lee County,612,85436,716.33
0500000US28083,Leflore County,531,28183,1884.12
0500000US28085,Lincoln County,529,34153,1548.91
0500000US28087,Lowndes County,548,58595,935.23
0500000US28089,Madison County,1446,106272,1360.66
0500000US28091,Marion County,327,24573,1330.73
0500000US28093,Marshall County,277,35294,784.84
0500000US28095,Monroe County,456,35252,1293.54
0500000US28097,Montgomery County,171,9775,1749.36
0500000US28099,Neshoba County,1045,29118,3588.85
0500000US28101,Newton County,375,21018,1784.19
0500000US28103,Noxubee County,278,10417,2668.72
0500000US28105,Oktibbeha County,611,49587,1232.18
0500000US28107,Panola County,448,34192,1310.25
0500000US28109,Pearl River County,288,55535,518.59
0500000US28111,Perry County,87,11973,726.64
0500000US28113,Pike County,499,39288,1270.11
0500000US28115,Pontotoc County,346,32174,1075.40
0500000US28117,Prentiss County,120,25126,477.59
0500000US28119,Quitman County,99,6792,1457.60
0500000US28121,Rankin County,1087,155271,700.07
0500000US28123,Scott County,819,28124,2912.10
0500000US28125,Sharkey County,48,4321,1110.85
0500000US28127,Simpson County,393,26658,1474.23
0500000US28129,Smith County,246,15916,1545.61
0500000US28131,Stone County,74,18336,403.58
0500000US28133,Sunflower County,477,25110,1899.64
0500000US28135,Tallahatchie County,195,13809,1412.12
0500000US28137,Tate County,352,28321,1242.89
0500000US28139,Tippah County,145,22015,658.64
0500000US28141,Tishomingo County,97,19383,500.44
0500000US28143,Tunica County,123,9632,1276.99
0500000US28145,Union County,252,28815,874.55
0500000US28147,Walthall County,262,14286,1833.96
0500000US28149,Warren County,594,45381,1308.92
0500000US28151,Washington County,722,43909,1644.31
0500000US28153,Wayne County,562,20183,2784.52
0500000US28155,Webster County,134,9689,1383.01
0500000US28157,Wilkinson County,98,8630,1135.57
0500000US28159,Winston County,295,17955,1643.00
0500000US28161,Yalobusha County,207,12108,1709.61
0500000US28163,Yazoo County,553,29690,1862.58
0500000US29001,Adair County,100,25343,394.59
0500000US29003,Andrew County,55,17712,310.52
0500000US29005,Atchison County,6,5143,116.66
0500000US29007,Audrain County,142,25388,559.32
0500000US29009,Barry County,96,35789,268.24
0500000US29011,Barton County,33,11754,280.76
0500000US29013,Bates County,13,16172,80.39
0500000US29015,Benton County,22,19443,113.15
0500000US29017,Bollinger County,21,12133,173.08
0500000US29019,Boone County,566,180463,313.64
0500000US29021,Buchanan County,938,87364,1073.67
0500000US29023,Butler County,117,42478,275.44
0500000US29025,Caldwell County,15,9020,166.30
0500000US29027,Callaway County,63,44743,140.80
0500000US29029,Camden County,83,46305,179.25
0500000US29031,Cape Girardeau County,329,78871,417.14
0500000US29033,Carroll County,26,8679,299.57
0500000US29035,Carter County,7,5982,117.02
0500000US29037,Cass County,205,105780,193.80
0500000US29039,Cedar County,12,14349,83.63
0500000US29041,Chariton County,6,7426,80.80
0500000US29043,Christian County,73,88595,82.40
0500000US29045,Clark County,2,6797,29.43
0500000US29047,Clay County,557,249948,222.85
0500000US29049,Clinton County,33,20387,161.87
0500000US29051,Cole County,103,76745,134.21
0500000US29053,Cooper County,28,17709,158.11
0500000US29055,Crawford County,21,23920,87.79
0500000US29057,Dade County,2,7561,26.45
0500000US29059,Dallas County,18,16878,106.65
0500000US29061,Daviess County,11,8278,132.88
0500000US29063,DeKalb County,16,12547,127.52
0500000US29065,Dent County,5,15573,32.11
0500000US29067,Douglas County,12,13185,91.01
0500000US29069,Dunklin County,127,29131,435.96
0500000US29071,Franklin County,273,103967,262.58
0500000US29073,Gasconade County,15,14706,102.00
0500000US29075,Gentry County,67,6571,1019.63
0500000US29077,Greene County,431,293086,147.06
0500000US29079,Grundy County,21,9850,213.20
0500000US29081,Harrison County,28,8352,335.25
0500000US29083,Henry County,25,21824,114.55
0500000US29085,Hickory County,1,9544,10.48
0500000US29087,Holt County,1,4403,22.71
0500000US29089,Howard County,5,10001,50.00
0500000US29091,Howell County,49,40117,122.14
0500000US29093,Iron County,3,10125,29.63
0500000US29095,Jackson County (including other portions of Kansas City),4644,703011,660.59
0500000US29097,Jasper County,985,121328,811.85
0500000US29099,Jefferson County,564,225081,250.58
0500000US29101,Johnson County,236,54062,436.54
0500000US29103,Knox County,2,3959,50.52
0500000US29105,Laclede County,85,35723,237.94
0500000US29107,Lafayette County,102,32708,311.85
0500000US29109,Lawrence County,58,38355,151.22
0500000US29111,Lewis County,8,9776,81.83
0500000US29113,Lincoln County,112,59013,189.79
0500000US29115,Linn County,20,11920,167.79
0500000US29117,Livingston County,25,15227,164.18
0500000US29119,McDonald County,705,22837,3087.10
0500000US29121,Macon County,24,15117,158.76
0500000US29123,Madison County,7,12088,57.91
0500000US29125,Maries County,7,8697,80.49
0500000US29127,Marion County,31,28530,108.66
0500000US29129,Mercer County,7,3617,193.53
0500000US29131,Miller County,24,25619,93.68
0500000US29133,Mississippi County,100,13180,758.73
0500000US29135,Moniteau County,65,16132,402.93
0500000US29137,Monroe County,5,8644,57.84
0500000US29139,Montgomery County,22,11551,190.46
0500000US29141,Morgan County,27,20627,130.90
0500000US29143,New Madrid County,51,17076,298.67
0500000US29145,Newton County,550,58236,944.43
0500000US29147,Nodaway County,26,22092,117.69
0500000US29149,Oregon County,9,10529,85.48
0500000US29151,Osage County,13,13615,95.48
0500000US29153,Ozark County,2,9174,21.80
0500000US29155,Pemiscot County,116,15805,733.95
0500000US29157,Perry County,170,19136,888.38
0500000US29159,Pettis County,144,42339,340.11
0500000US29161,Phelps County,53,44573,118.91
0500000US29163,Pike County,40,18302,218.56
0500000US29165,Platte County,152,104418,145.57
0500000US29167,Polk County,20,32149,62.21
0500000US29169,Pulaski County,140,52607,266.12
0500000US29171,Putnam County,3,4696,63.88
0500000US29173,Ralls County,10,10309,97.00
0500000US29175,Randolph County,17,24748,68.69
0500000US29177,Ray County,30,23018,130.33
0500000US29179,Reynolds County,6,6270,95.69
0500000US29181,Ripley County,20,13288,150.51
0500000US29183,St. Charles County,1315,402022,327.10
0500000US29185,St. Clair County,5,9397,53.21
0500000US29186,Ste. Genevieve County,24,17894,134.12
0500000US29187,St. Francois County,165,67215,245.48
0500000US29189,St. Louis County,7426,994205,746.93
0500000US29195,Saline County,309,22761,1357.59
0500000US29197,Schuyler County,5,4660,107.30
0500000US29199,Scotland County,11,4902,224.40
0500000US29201,Scott County,206,38280,538.14
0500000US29203,Shannon County,27,8166,330.64
0500000US29205,Shelby County,5,5930,84.32
0500000US29207,Stoddard County,154,29025,530.58
0500000US29209,Stone County,22,31952,68.85
0500000US29211,Sullivan County,117,6089,1921.50
0500000US29213,Taney County,123,55928,219.93
0500000US29215,Texas County,11,25398,43.31
0500000US29217,Vernon County,32,20563,155.62
0500000US29219,Warren County,57,35649,159.89
0500000US29221,Washington County,26,24730,105.14
0500000US29223,Wayne County,5,12873,38.84
0500000US29225,Webster County,51,39592,128.81
0500000US29227,Worth County,4,2013,198.71
0500000US29229,Wright County,36,18289,196.84
0500000US29510,City of St. Louis,2778,300576,924.23
0500000US30001,Beaverhead County,3,9453,31.74
0500000US30003,Big Horn County,119,13319,893.46
0500000US30005,Blaine County,0,6681,0.00
0500000US30007,Broadwater County,7,6237,112.23
0500000US30009,Carbon County,32,10725,298.37
0500000US30011,Carter County,0,1252,0.00
0500000US30013,Cascade County,47,81366,57.76
0500000US30015,Chouteau County,0,5635,0.00
0500000US30017,Custer County,38,11402,333.28
0500000US30019,Daniels County,0,1690,0.00
0500000US30021,Dawson County,9,8613,104.49
0500000US30023,Deer Lodge County,7,9140,76.59
0500000US30025,Fallon County,0,2846,0.00
0500000US30027,Fergus County,3,11050,27.15
0500000US30029,Flathead County,68,103806,65.51
0500000US30031,Gallatin County,408,114434,356.54
0500000US30033,Garfield County,0,1258,0.00
0500000US30035,Glacier County,28,13753,203.59
0500000US30037,Golden Valley County,3,821,365.41
0500000US30039,Granite County,6,3379,177.57
0500000US30041,Hill County,13,16484,78.86
0500000US30043,Jefferson County,7,12221,57.28
0500000US30045,Judith Basin County,0,2007,0.00
0500000US30047,Lake County,49,30458,160.88
0500000US30049,Lewis and Clark County,46,69432,66.25
0500000US30051,Liberty County,1,2337,42.79
0500000US30053,Lincoln County,13,19980,65.07
0500000US30055,McCone County,0,1664,0.00
0500000US30057,Madison County,30,8600,348.84
0500000US30059,Meagher County,4,1862,214.82
0500000US30061,Mineral County,0,4397,0.00
0500000US30063,Missoula County,125,119600,104.52
0500000US30065,Musselshell County,1,4633,21.58
0500000US30067,Park County,17,16606,102.37
0500000US30069,Petroleum County,0,487,0.00
0500000US30071,Phillips County,0,3954,0.00
0500000US30073,Pondera County,2,5911,33.84
0500000US30075,Powder River County,0,1682,0.00
0500000US30077,Powell County,0,6890,0.00
0500000US30079,Prairie County,0,1077,0.00
0500000US30081,Ravalli County,45,43806,102.73
0500000US30083,Richland County,28,10803,259.19
0500000US30085,Roosevelt County,10,11004,90.88
0500000US30087,Rosebud County,12,8937,134.27
0500000US30089,Sanders County,0,12113,0.00
0500000US30091,Sheridan County,1,3309,30.22
0500000US30093,Silver Bow County,24,34915,68.74
0500000US30095,Stillwater County,9,9642,93.34
0500000US30097,Sweet Grass County,0,3737,0.00
0500000US30099,Teton County,14,6147,227.75
0500000US30101,Toole County,31,4736,654.56
0500000US30103,Treasure County,2,696,287.36
0500000US30105,Valley County,4,7396,54.08
0500000US30107,Wheatland County,2,2126,94.07
0500000US30109,Wibaux County,0,969,0.00
0500000US30111,Yellowstone County,437,161300,270.92
0500000US31001,Adams County,312,31363,994.80
0500000US31003,Antelope County,12,6298,190.54
0500000US31005,Arthur County,0,463,0.00
0500000US31007,Banner County,2,745,268.46
0500000US31009,Blaine County,0,465,0.00
0500000US31011,Boone County,7,5192,134.82
0500000US31013,Box Butte County,4,10783,37.10
0500000US31015,Boyd County,1,1919,52.11
0500000US31017,Brown County,0,2955,0.00
0500000US31019,Buffalo County,206,49659,414.83
0500000US31021,Burt County,14,6459,216.75
0500000US31023,Butler County,51,8016,636.23
0500000US31025,Cass County,84,26248,320.02
0500000US31027,Cedar County,19,8402,226.14
0500000US31029,Chase County,1,3924,25.48
0500000US31031,Cherry County,3,5689,52.73
0500000US31033,Cheyenne County,20,8910,224.47
0500000US31035,Clay County,29,6203,467.52
0500000US31037,Colfax County,678,10709,6331.12
0500000US31039,Cuming County,38,8846,429.57
0500000US31041,Custer County,40,10777,371.16
0500000US31043,Dakota County,1786,20026,8918.41
0500000US31045,Dawes County,4,8589,46.57
0500000US31047,Dawson County,870,23595,3687.22
0500000US31049,Deuel County,0,1794,0.00
0500000US31051,Dixon County,52,5636,922.64
0500000US31053,Dodge County,709,36565,1939.01
0500000US31055,Douglas County,7954,571327,1392.20
0500000US31057,Dundy County,0,1693,0.00
0500000US31059,Fillmore County,18,5462,329.55
0500000US31061,Franklin County,8,2979,268.55
0500000US31063,Frontier County,2,2627,76.13
0500000US31065,Furnas County,10,4676,213.86
0500000US31067,Gage County,62,21513,288.20
0500000US31069,Garden County,4,1837,217.75
0500000US31071,Garfield County,2,1969,101.57
0500000US31073,Gosper County,13,1990,653.27
0500000US31075,Grant County,0,623,0.00
0500000US31077,Greeley County,5,2356,212.22
0500000US31079,Hall County,1615,61353,2632.31
0500000US31081,Hamilton County,69,9324,740.03
0500000US31083,Harlan County,1,3380,29.59
0500000US31085,Hayes County,0,922,0.00
0500000US31087,Hitchcock County,1,2762,36.21
0500000US31089,Holt County,4,10067,39.73
0500000US31091,Hooker County,2,682,293.26
0500000US31093,Howard County,47,6445,729.25
0500000US31095,Jefferson County,11,7046,156.12
0500000US31097,Johnson County,8,5071,157.76
0500000US31099,Kearney County,18,6495,277.14
0500000US31101,Keith County,4,8034,49.79
0500000US31103,Keya Paha County,0,806,0.00
0500000US31105,Kimball County,11,3632,302.86
0500000US31107,Knox County,25,8332,300.05
0500000US31109,Lancaster County,2076,319090,650.60
0500000US31111,Lincoln County,66,34914,189.04
0500000US31113,Logan County,0,748,0.00
0500000US31115,Loup County,0,664,0.00
0500000US31117,McPherson County,3,494,607.29
0500000US31119,Madison County,382,35099,1088.35
0500000US31121,Merrick County,39,7755,502.90
0500000US31123,Morrill County,52,4642,1120.21
0500000US31125,Nance County,6,3519,170.50
0500000US31127,Nemaha County,5,6972,71.72
0500000US31129,Nuckolls County,1,4148,24.11
0500000US31131,Otoe County,28,16012,174.87
0500000US31133,Pawnee County,1,2613,38.27
0500000US31135,Perkins County,0,2891,0.00
0500000US31137,Phelps County,27,9034,298.87
0500000US31139,Pierce County,11,7148,153.89
0500000US31141,Platte County,688,33470,2055.57
0500000US31143,Polk County,13,5213,249.38
0500000US31145,Red Willow County,8,10724,74.60
0500000US31147,Richardson County,8,7865,101.72
0500000US31149,Rock County,2,1357,147.38
0500000US31151,Saline County,546,14224,3838.58
0500000US31153,Sarpy County,1335,187196,713.16
0500000US31155,Saunders County,89,21578,412.46
0500000US31157,Scotts Bluff County,241,35618,676.62
0500000US31159,Seward County,47,17284,271.93
0500000US31161,Sheridan County,8,5246,152.50
0500000US31163,Sherman County,5,3001,166.61
0500000US31165,Sioux County,6,1166,514.58
0500000US31167,Stanton County,21,5920,354.73
0500000US31169,Thayer County,9,5003,179.89
0500000US31171,Thomas County,1,722,138.50
0500000US31173,Thurston County,169,7224,2339.42
0500000US31175,Valley County,8,4158,192.40
0500000US31177,Washington County,58,20729,279.80
0500000US31179,Wayne County,31,9385,330.31
0500000US31181,Webster County,7,3487,200.75
0500000US31183,Wheeler County,0,783,0.00
0500000US31185,York County,51,13679,372.83
0500000US32001,Churchill County,24,24909,96.35
0500000US32003,Clark County,22286,2266715,983.19
0500000US32005,Douglas County,84,48905,171.76
0500000US32007,Elko County,240,52778,454.74
0500000US32009,Esmeralda County,0,873,0.00
0500000US32011,Eureka County,1,2029,49.29
0500000US32013,Humboldt County,90,16831,534.73
0500000US32015,Lander County,43,5532,777.30
0500000US32017,Lincoln County,2,5183,38.59
0500000US32019,Lyon County,140,57510,243.44
0500000US32021,Mineral County,6,4505,133.19
0500000US32023,Nye County,186,46523,399.80
0500000US32027,Pershing County,12,6725,178.44
0500000US32029,Storey County,2,4123,48.51
0500000US32031,Washoe County,3507,471519,743.77
0500000US32033,White Pine County,7,9580,73.07
0500000US32510,Carson City,208,55916,371.99
0500000US33001,Belknap County,90,61303,146.81
0500000US33003,Carroll County,66,48910,134.94
0500000US33005,Cheshire County,75,76085,98.57
0500000US33007,Coos County,11,31563,34.85
0500000US33009,Grafton County,91,89886,101.24
0500000US33011,Hillsborough County,3410,417025,817.70
0500000US33013,Merrimack County,425,151391,280.73
0500000US33015,Rockingham County,1520,309769,490.69
0500000US33017,Strafford County,299,130633,228.89
0500000US33019,Sullivan County,35,43146,81.12
0500000US34001,Atlantic County,3001,263670,1138.17
0500000US34003,Bergen County,19847,932202,2129.05
0500000US34005,Burlington County,5360,445349,1203.55
0500000US34007,Camden County,7670,506471,1514.40
0500000US34009,Cape May County,732,92039,795.32
0500000US34011,Cumberland County,3046,149527,2037.09
0500000US34013,Essex County,18988,798975,2376.55
0500000US34015,Gloucester County,2739,291636,939.18
0500000US34017,Hudson County,19089,672391,2838.97
0500000US34019,Hunterdon County,1094,124371,879.63
0500000US34021,Mercer County,7778,367430,2116.87
0500000US34023,Middlesex County,17020,825062,2062.88
0500000US34025,Monmouth County,9437,618795,1525.06
0500000US34027,Morris County,6887,491845,1400.24
0500000US34029,Ocean County,9804,607186,1614.66
0500000US34031,Passaic County,17050,501826,3397.59
0500000US34033,Salem County,813,62385,1303.20
0500000US34035,Somerset County,4998,328934,1519.45
0500000US34037,Sussex County,1225,140488,871.96
0500000US34039,Union County,16471,556341,2960.59
0500000US34041,Warren County,1263,105267,1199.81
0500000US35001,Bernalillo County,2966,679121,436.74
0500000US35003,Catron County,3,3527,85.06
0500000US35005,Chaves County,160,64615,247.62
0500000US35006,Cibola County,247,26675,925.96
0500000US35007,Colfax County,9,11941,75.37
0500000US35009,Curry County,247,48954,504.56
0500000US35011,De Baca County,0,1748,0.00
0500000US35013,Dona Ana County,1378,218195,631.55
0500000US35015,Eddy County,138,58460,236.06
0500000US35017,Grant County,32,26998,118.53
0500000US35019,Guadalupe County,20,4300,465.12
0500000US35021,Harding County,1,625,160.00
0500000US35023,Hidalgo County,72,4198,1715.10
0500000US35025,Lea County,269,71070,378.50
0500000US35027,Lincoln County,22,19572,112.41
0500000US35028,Los Alamos County,11,19369,56.79
0500000US35029,Luna County,122,23709,514.57
0500000US35031,McKinley County,3614,71367,5063.97
0500000US35033,Mora County,2,4521,44.24
0500000US35035,Otero County,73,67490,108.16
0500000US35037,Quay County,14,8253,169.64
0500000US35039,Rio Arriba County,137,38921,352.00
0500000US35041,Roosevelt County,78,18500,421.62
0500000US35043,Sandoval County,821,146748,559.46
0500000US35045,San Juan County,2687,123958,2167.67
0500000US35047,San Miguel County,25,27277,91.65
0500000US35049,Santa Fe County,328,150358,218.15
0500000US35051,Sierra County,14,10791,129.74
0500000US35053,Socorro County,63,16637,378.67
0500000US35055,Taos County,52,32723,158.91
0500000US35057,Torrance County,47,15461,303.99
0500000US35059,Union County,8,4059,197.09
0500000US35061,Valencia County,178,76688,232.11
0500000US36001,Albany County,2208,305506,722.74
0500000US36003,Allegany County,66,46091,143.20
0500000US36005,Bronx County,48267,1418207,3403.38
0500000US36007,Broome County,807,190488,423.65
0500000US36009,Cattaraugus County,138,76117,181.30
0500000US36011,Cayuga County,126,76576,164.54
0500000US36013,Chautauqua County,170,126903,133.96
0500000US36015,Chemung County,148,83456,177.34
0500000US36017,Chenango County,166,47207,351.64
0500000US36019,Clinton County,108,80485,134.19
0500000US36021,Columbia County,485,59461,815.66
0500000US36023,Cortland County,58,47581,121.90
0500000US36025,Delaware County,91,44135,206.19
0500000US36027,Dutchess County,4269,294218,1450.97
0500000US36029,Erie County,7711,918702,839.34
0500000US36031,Essex County,51,36885,138.27
0500000US36033,Franklin County,35,50022,69.97
0500000US36035,Fulton County,265,53383,496.41
0500000US36037,Genesee County,247,57280,431.22
0500000US36039,Greene County,265,47188,561.58
0500000US36041,Hamilton County,6,4416,135.87
0500000US36043,Herkimer County,188,61319,306.59
